got_pizza,karma,age,raop_age,pop_request,activity,total_posts,raop_posts,prev_raop_post,words,poor,student,grateful,score
0,79,181.699814815,0,6,11,0,0,First Post,30,Poor not in post,No student,Grateful not in post,7
0,62,284.018761574,0,2,13,12,0,First Post,76,Poor not in post,No student,Grateful in post,0
0,357,882.256030093,606.192974537,7,45,11,0,First Post,55,Poor not in post,Student,Grateful not in post,3
1,47,47.7252430556,0,3,4,2,0,First Post,33,Poor not in post,No student,Grateful not in post,1
0,0,0,0,2,0,0,0,First Post,46,Poor not in post,No student,Grateful not in post,0
1,14,155.647592593,3.10833333333,24,5,3,0,First Post,59,Poor not in post,No student,Grateful not in post,2
0,0,0,0,1,0,0,0,First Post,30,Poor not in post,No student,Grateful not in post,3
0,8827,1276.65741898,0,9,93,201,0,First Post,92,Poor not in post,Student,Grateful not in post,1
0,649,224.241793981,0,1,44,7,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,2420,134.582384259,0,3,10,40,0,First Post,83,Poor not in post,Student,Grateful not in post,5
0,3716,473.506875,0,2,81,32,0,First Post,27,Poor not in post,No student,Grateful not in post,4
0,65,336.502615741,0,3,6,4,0,First Post,9,Poor not in post,No student,Grateful not in post,4
0,12,2.02873842593,2.02873842593,2,3,1,1,Posted Before,88,Poor not in post,No student,Grateful not in post,5
1,274,15.6029861111,0.468599537037,2,8,2,0,First Post,62,Poor not in post,Student,Grateful not in post,0
1,-2,1.03982638889,0,5,2,1,0,First Post,43,Poor not in post,No student,Grateful not in post,0
0,3719,681.516006944,168.760104167,25,31,22,0,First Post,106,Poor not in post,No student,Grateful not in post,0
1,0,0,0,8,0,0,0,First Post,86,Poor not in post,No student,Grateful not in post,-5
1,0,0,0,7,0,0,0,First Post,65,Poor not in post,No student,Grateful not in post,-7
0,0,0,0,1,0,0,0,First Post,40,Poor not in post,No student,Grateful not in post,-3
0,260,73.705775463,0,3,9,3,0,First Post,23,Poor not in post,No student,Grateful not in post,0
0,0,0,0,1,0,0,0,First Post,69,Poor not in post,No student,Grateful not in post,0
0,2,20.8261458333,0,2,1,1,0,First Post,60,Poor not in post,No student,Grateful not in post,4
1,0,0,0,7,0,0,0,First Post,64,Poor not in post,No student,Grateful not in post,2
1,17,77.4271064815,0,6,2,1,0,First Post,82,Poor not in post,No student,Grateful not in post,3
0,10831,1992.51865741,0,5,86,235,0,First Post,48,Poor not in post,No student,Grateful not in post,0
0,1952,948.152881944,0,1,30,53,0,First Post,42,Poor not in post,No student,Grateful not in post,0
0,0,0,0,1,0,0,0,First Post,79,Poor not in post,No student,Grateful not in post,3
1,-1,0.285196759259,0,4,2,1,0,First Post,8,Poor not in post,No student,Grateful not in post,2
0,0,0,0,13,0,0,0,First Post,92,Poor not in post,No student,Grateful not in post,4
0,2374,259.349548611,0,3,51,163,0,First Post,15,Poor not in post,No student,Grateful not in post,0
0,0,0,0,36,0,0,0,First Post,319,Poor not in post,No student,Grateful not in post,9
0,65,158.863298611,6.98854166667,2,15,3,0,First Post,58,Poor not in post,No student,Grateful not in post,5
1,1520,172.424571759,92.7491435185,6,17,25,3,Posted Before,49,Poor not in post,No student,Grateful in post,6
0,303,200.912094907,15.6562731481,3,24,6,0,First Post,104,Poor not in post,No student,Grateful not in post,4
0,4410,473.797569444,220.761319444,9,41,23,1,Posted Before,23,Poor not in post,No student,Grateful not in post,2
0,2474,918.702256944,0,1,25,9,0,First Post,44,Poor not in post,No student,Grateful not in post,6
0,345,152.773136574,0,2,16,14,0,First Post,96,Poor not in post,No student,Grateful not in post,4
0,89,3.01940972222,0,3,4,2,0,First Post,98,Poor not in post,No student,Grateful not in post,-4
0,1,0,0,1,1,0,0,First Post,117,Poor not in post,No student,Grateful not in post,2
0,2408,230.004097222,0,10,43,38,0,First Post,164,Poor not in post,No student,Grateful not in post,-16
1,3,0,0,7,1,0,0,First Post,41,Poor not in post,No student,Grateful not in post,-1
1,22,182.85287037,0,1,6,0,0,First Post,161,Poor not in post,No student,Grateful not in post,-28
0,82,96.4208217593,0,3,13,9,0,First Post,41,Poor not in post,No student,Grateful not in post,3
0,58,395.769837963,0,25,15,9,0,First Post,88,Poor not in post,No student,Grateful not in post,-1
1,1951,233.80369213,0,10,37,7,0,First Post,35,Poor not in post,No student,Grateful not in post,-3
1,101,291.049363426,0,6,7,3,0,First Post,288,Poor not in post,Student,Grateful not in post,-4
1,0,0,0,2,0,0,0,First Post,85,Poor not in post,No student,Grateful in post,-1
0,53,30.503587963,0.710092592593,1,10,3,0,First Post,25,Poor not in post,No student,Grateful not in post,5
0,4677,258.726793981,47.8536111111,9,42,13,0,First Post,29,Poor not in post,No student,Grateful not in post,8
0,149,390.840243056,0,2,20,2,0,First Post,70,Poor not in post,No student,Grateful not in post,-2
0,1448,316.75349537,42.3923726852,3,48,74,0,First Post,59,Poor not in post,No student,Grateful not in post,0
1,172,413.997453704,0,2,20,3,0,First Post,119,Poor not in post,No student,Grateful in post,3
1,0,0,0,10,0,0,0,First Post,33,Poor not in post,Student,Grateful not in post,2
0,0,0,0,6,0,0,0,First Post,151,Poor not in post,No student,Grateful not in post,8
0,204,715.756979167,0,1,14,1,0,First Post,90,Poor not in post,No student,Grateful not in post,0
0,4745,561.971875,0,2,36,34,0,First Post,11,Poor not in post,No student,Grateful not in post,0
0,0,0,0,3,0,0,0,First Post,3,Poor not in post,No student,Grateful not in post,0
0,2772,697.975023148,0,1,20,90,0,First Post,31,Poor not in post,No student,Grateful not in post,4
0,2,0,0,4,1,0,0,First Post,126,Poor not in post,No student,Grateful not in post,13
0,1,0,0,3,1,0,0,First Post,86,Poor not in post,No student,Grateful not in post,1
1,3466,202.047974537,64.915775463,7,25,73,1,Posted Before,104,Poor not in post,No student,Grateful not in post,0
0,910,117.739733796,0,10,5,2,0,First Post,53,Poor not in post,No student,Grateful not in post,-4
0,3714,273.180173611,26.9010069444,2,80,52,1,Posted Before,63,Poor in post,No student,Grateful in post,1
0,6,23.8316898148,0,1,4,1,0,First Post,112,Poor in post,No student,Grateful not in post,9
0,2361,132.623576389,104.744618056,4,46,43,0,First Post,140,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,1,0,0,0,First Post,141,Poor not in post,No student,Grateful not in post,1
0,1,0,0,5,1,0,0,First Post,82,Poor not in post,No student,Grateful not in post,1
0,324,40.5153703704,0,3,17,22,0,First Post,98,Poor not in post,No student,Grateful not in post,-4
0,2,0,0,2,1,0,0,First Post,25,Poor not in post,No student,Grateful not in post,-2
0,535,422.263923611,0,2,16,15,0,First Post,82,Poor not in post,No student,Grateful not in post,2
0,5,124.030069444,0,3,1,1,0,First Post,8,Poor not in post,No student,Grateful not in post,0
0,6,0,0,12,1,0,0,First Post,33,Poor not in post,No student,Grateful not in post,-6
1,1738,52.3087731481,0,5,18,2,0,First Post,59,Poor not in post,No student,Grateful not in post,-1
0,4246,467.807928241,0,45,14,5,0,First Post,387,Poor not in post,No student,Grateful not in post,0
1,1127,256.88505787,0,13,31,33,0,First Post,82,Poor not in post,No student,Grateful not in post,-2
0,5578,1273.62262731,504.071053241,9,59,23,0,First Post,35,Poor not in post,No student,Grateful not in post,1
0,0,0,0,6,0,0,0,First Post,213,Poor not in post,No student,Grateful not in post,12
0,3935,191.942453704,0,1,21,141,0,First Post,31,Poor not in post,No student,Grateful not in post,-2
0,1,0,0,1,1,0,0,First Post,108,Poor not in post,No student,Grateful not in post,8
0,2352,556.129768519,0,1,59,40,0,First Post,38,Poor not in post,No student,Grateful not in post,1
1,409,818.880798611,0,4,29,28,0,First Post,87,Poor not in post,No student,Grateful not in post,0
0,0,0,0,2,0,0,0,First Post,175,Poor not in post,No student,Grateful not in post,2
1,3184,935.960416667,0,6,82,25,0,First Post,10,Poor not in post,No student,Grateful not in post,0
1,78,241.987731481,0,3,17,10,0,First Post,87,Poor not in post,No student,Grateful not in post,5
0,584,609.043981481,0,5,10,0,0,First Post,103,Poor not in post,No student,Grateful not in post,3
0,38,174.99755787,0,3,9,1,0,First Post,59,Poor not in post,No student,Grateful not in post,2
0,0,0,0,6,0,0,0,First Post,82,Poor not in post,No student,Grateful not in post,6
1,391,226.696435185,186.816840278,3,14,14,0,First Post,35,Poor not in post,No student,Grateful not in post,0
0,3542,129.64349537,36.8128356481,4,31,67,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,69,26.7768171296,0,1,3,1,0,First Post,17,Poor not in post,No student,Grateful not in post,4
1,2339,545.992430556,0,4,51,23,0,First Post,4,Poor not in post,No student,Grateful not in post,0
0,7588,498.771481481,0,3,58,23,0,First Post,35,Poor not in post,No student,Grateful not in post,3
1,5765,860.790659722,164.742407407,8,96,316,1,Posted Before,143,Poor not in post,Student,Grateful not in post,6
1,2,0.48412037037,0,3,1,0,0,First Post,63,Poor not in post,Student,Grateful not in post,0
0,0,0,0,8,0,0,0,First Post,30,Poor not in post,No student,Grateful not in post,2
0,0,0,0,3,0,0,0,First Post,48,Poor not in post,No student,Grateful not in post,0
0,354,592.937361111,67.9058333333,10,22,2,0,First Post,173,Poor not in post,No student,Grateful not in post,8
0,321,100.867743056,0,2,15,2,0,First Post,114,Poor not in post,Student,Grateful not in post,4
0,170,266.660092593,82.9997106481,2,26,22,1,Posted Before,7,Poor not in post,No student,Grateful not in post,0
0,0,0,0,6,0,0,0,First Post,4,Poor not in post,No student,Grateful not in post,0
1,5875,165.376805556,0,3,42,122,0,First Post,234,Poor not in post,No student,Grateful not in post,3
0,1877,116.799270833,0,3,18,19,0,First Post,28,Poor not in post,No student,Grateful not in post,1
0,120,365.954594907,0,8,8,12,0,First Post,55,Poor not in post,No student,Grateful not in post,10
1,100,58.0208680556,0,2,3,3,0,First Post,243,Poor in post,Student,Grateful not in post,8
0,1,0.0260069444444,0.0260069444444,2,1,1,1,Posted Before,26,Poor not in post,No student,Grateful not in post,0
1,640,573.38681713,110.119560185,2,20,7,0,First Post,93,Poor not in post,No student,Grateful not in post,1
1,5,5.81388888889,0,5,2,0,0,First Post,78,Poor not in post,No student,Grateful not in post,2
1,2291,327.128634259,0,3,33,33,0,First Post,105,Poor not in post,No student,Grateful not in post,0
0,2196,128.392847222,87.0663310185,13,44,5,0,First Post,54,Poor not in post,No student,Grateful not in post,0
0,2167,70.808912037,0,3,50,105,0,First Post,55,Poor not in post,No student,Grateful not in post,-3
0,10924,1819.00443287,0,7,123,370,0,First Post,77,Poor in post,No student,Grateful not in post,-2
1,279,91.1536805556,0,6,7,3,0,First Post,76,Poor not in post,No student,Grateful not in post,3
0,95,223.121886574,0,11,20,0,0,First Post,84,Poor not in post,No student,Grateful in post,4
1,0,0,0,7,0,0,0,First Post,130,Poor not in post,No student,Grateful not in post,-8
0,158,268.961527778,0,4,22,6,0,First Post,4,Poor not in post,No student,Grateful not in post,2
0,15,1480.73104167,0,1,9,4,0,First Post,92,Poor not in post,No student,Grateful not in post,0
0,1619,340.824282407,297.832800926,6,54,19,0,First Post,8,Poor not in post,No student,Grateful not in post,2
0,134,69.9296412037,14.1398148148,2,25,10,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,2,0,0,3,1,0,0,First Post,253,Poor not in post,No student,Grateful not in post,9
0,1065,489.19494213,0,2,38,36,0,First Post,25,Poor not in post,No student,Grateful not in post,0
0,2350,713.306770833,0,8,28,47,0,First Post,109,Poor not in post,No student,Grateful not in post,-9
0,0,0,0,5,0,0,0,First Post,90,Poor not in post,No student,Grateful not in post,4
0,307,1287.17261574,0,4,7,1,0,First Post,57,Poor not in post,No student,Grateful not in post,2
0,16,20.6934027778,0,6,5,1,0,First Post,153,Poor not in post,No student,Grateful not in post,9
0,261,269.756111111,0,4,4,10,0,First Post,112,Poor not in post,No student,Grateful not in post,0
0,90,11.4012384259,0,7,8,5,0,First Post,55,Poor not in post,No student,Grateful not in post,1
1,1322,247.863055556,3.92104166667,21,36,44,0,First Post,31,Poor not in post,No student,Grateful not in post,-3
0,1842,72.8274884259,0,2,20,59,0,First Post,29,Poor not in post,No student,Grateful not in post,0
0,0,0,0,5,0,0,0,First Post,42,Poor not in post,No student,Grateful not in post,0
1,546,115.3796875,0,3,16,7,0,First Post,57,Poor not in post,No student,Grateful not in post,1
1,4161,349.905381944,0,4,95,52,0,First Post,28,Poor not in post,No student,Grateful not in post,4
0,0,0,0,4,0,0,0,First Post,36,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,2,0,0,0,First Post,48,Poor not in post,No student,Grateful not in post,-3
1,343,123.759282407,0,19,16,1,0,First Post,36,Poor not in post,No student,Grateful not in post,6
0,391,838.789988426,393.636921296,2,37,22,0,First Post,14,Poor not in post,No student,Grateful not in post,-3
0,4,508.154675926,0,9,5,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,2,0,0,0,First Post,54,Poor in post,No student,Grateful not in post,-12
0,4107,639.279733796,488.168043981,5,37,82,0,First Post,48,Poor not in post,No student,Grateful not in post,5
0,616,288.192384259,0,1,16,14,0,First Post,28,Poor not in post,No student,Grateful not in post,-1
1,0,0,0,59,0,0,0,First Post,134,Poor not in post,No student,Grateful in post,6
0,267,104.957511574,0,2,19,6,0,First Post,28,Poor not in post,No student,Grateful not in post,5
1,0,0,0,7,0,0,0,First Post,47,Poor not in post,No student,Grateful not in post,3
0,5069,372.306828704,0,3,33,173,0,First Post,103,Poor not in post,No student,Grateful not in post,4
0,2210,614.613576389,498.094189815,22,57,40,1,Posted Before,32,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,3,0,0,0,First Post,30,Poor not in post,No student,Grateful not in post,2
1,17,0,0,47,1,0,0,First Post,154,Poor not in post,No student,Grateful not in post,-5
0,0,0,0,1,0,0,0,First Post,37,Poor not in post,No student,Grateful not in post,-2
0,1625,134.858726852,0,9,47,11,0,First Post,196,Poor not in post,No student,Grateful not in post,-5
0,0,0,0,3,0,0,0,First Post,9,Poor not in post,No student,Grateful not in post,1
0,3304,612.515150463,0,5,25,84,0,First Post,119,Poor not in post,Student,Grateful not in post,-9
0,365,197.461574074,0,16,15,56,0,First Post,86,Poor not in post,No student,Grateful not in post,8
0,3,31.0587268519,0,5,2,0,0,First Post,45,Poor not in post,No student,Grateful not in post,-4
0,0,0,0,3,0,0,0,First Post,38,Poor not in post,No student,Grateful not in post,1
1,0,0,0,4,0,0,0,First Post,71,Poor not in post,No student,Grateful not in post,4
1,1480,227.462974537,0,6,27,30,0,First Post,3,Poor not in post,No student,Grateful not in post,0
0,0,0,0,11,0,0,0,First Post,197,Poor not in post,No student,Grateful not in post,2
0,0,0,0,7,0,0,0,First Post,183,Poor not in post,No student,Grateful not in post,-3
0,835,346.1028125,0,2,69,50,0,First Post,9,Poor not in post,No student,Grateful not in post,3
0,1645,438.02005787,0,4,13,17,0,First Post,87,Poor not in post,No student,Grateful not in post,3
0,280,173.384710648,0,1,26,26,0,First Post,195,Poor not in post,Student,Grateful not in post,-15
0,0,0,0,2,0,0,0,First Post,7,Poor not in post,No student,Grateful not in post,3
0,1811,45.3403819444,0,4,42,34,0,First Post,52,Poor not in post,No student,Grateful not in post,5
0,1775,288.776412037,0,6,61,30,0,First Post,115,Poor not in post,No student,Grateful not in post,-2
1,182,133.153356481,0,7,11,4,0,First Post,57,Poor not in post,No student,Grateful not in post,-2
0,1480,121.767106481,0,2,62,50,0,First Post,113,Poor not in post,No student,Grateful not in post,5
0,505,556.095358796,0,1,20,22,0,First Post,171,Poor not in post,No student,Grateful not in post,-9
1,0,0,0,4,0,0,0,First Post,108,Poor not in post,No student,Grateful not in post,-4
0,1800,218.701550926,0,29,36,20,0,First Post,84,Poor not in post,No student,Grateful not in post,8
0,4,102.54275463,102.54275463,6,1,1,1,Posted Before,52,Poor not in post,No student,Grateful not in post,4
1,2188,468.151979167,0,15,31,24,0,First Post,108,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,10,0,0,0,First Post,140,Poor not in post,No student,Grateful not in post,-3
0,14420,859.940949074,0,5,85,125,0,First Post,75,Poor not in post,No student,Grateful not in post,4
0,19,60.0759606481,0,8,3,4,0,First Post,396,Poor not in post,No student,Grateful not in post,13
0,0,0,0,10,0,0,0,First Post,503,Poor not in post,No student,Grateful not in post,8
0,3,205.430081019,0,4,2,1,0,First Post,37,Poor not in post,No student,Grateful not in post,-1
1,0,0,0,4,0,0,0,First Post,56,Poor not in post,No student,Grateful not in post,1
0,31,27.0095949074,0,2,3,4,0,First Post,88,Poor not in post,No student,Grateful not in post,-1
0,3422,151.440150463,0,13,55,50,0,First Post,11,Poor not in post,No student,Grateful not in post,0
0,1810,509.139143519,0,2,35,21,0,First Post,28,Poor not in post,No student,Grateful not in post,1
0,1533,546.263668981,0,1,60,77,0,First Post,44,Poor not in post,No student,Grateful not in post,-2
1,1148,507.156747685,465.756944444,3,33,8,2,Posted Before,34,Poor not in post,No student,Grateful not in post,4
0,6,42.7910648148,0,3,2,1,0,First Post,19,Poor not in post,No student,Grateful not in post,5
0,843,522.5325,0,8,56,26,0,First Post,26,Poor not in post,No student,Grateful not in post,5
0,1,456.528136574,0,5,2,0,0,First Post,59,Poor not in post,No student,Grateful not in post,2
0,4,89.9676157407,0,2,2,0,0,First Post,71,Poor not in post,No student,Grateful not in post,2
0,652,345.584236111,0,5,22,30,0,First Post,53,Poor not in post,No student,Grateful not in post,5
0,7661,743.571608796,0,3,53,55,0,First Post,21,Poor not in post,No student,Grateful not in post,0
0,177,499.83662037,0,2,23,1,0,First Post,45,Poor not in post,No student,Grateful not in post,1
0,10923,167.56931713,0,2,9,73,0,First Post,45,Poor not in post,No student,Grateful not in post,-2
0,2336,51.6843634259,7.97291666667,5,8,8,1,Posted Before,14,Poor not in post,No student,Grateful not in post,2
0,57,314.168090278,0,1,10,1,0,First Post,33,Poor not in post,No student,Grateful not in post,-1
1,1940,219.157662037,0,5,17,12,0,First Post,40,Poor not in post,No student,Grateful not in post,0
0,1029,190.651331019,0,3,17,13,0,First Post,114,Poor not in post,Student,Grateful not in post,-2
0,0,0,0,3,0,0,0,First Post,39,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,2,0,0,0,First Post,22,Poor not in post,No student,Grateful not in post,3
0,1,0,0,1,1,0,0,First Post,5,Poor not in post,No student,Grateful not in post,2
0,17,225.675335648,0,3,1,1,0,First Post,34,Poor not in post,No student,Grateful not in post,3
0,4312,446.135902778,0,6,114,195,0,First Post,14,Poor not in post,No student,Grateful not in post,0
0,1,0,0,1,1,0,0,First Post,78,Poor not in post,No student,Grateful not in post,3
0,0,0,0,4,0,0,0,First Post,64,Poor not in post,No student,Grateful not in post,2
0,848,313.181481481,1.89177083333,4,52,90,0,First Post,71,Poor not in post,No student,Grateful not in post,-9
0,0,0,0,9,0,0,0,First Post,114,Poor not in post,No student,Grateful not in post,2
0,2331,241.969178241,0,4,74,33,0,First Post,35,Poor not in post,No student,Grateful not in post,0
0,3,116.875243056,0,1,2,1,0,First Post,5,Poor not in post,No student,Grateful not in post,0
1,148,533.880555556,24.1798148148,1,11,7,0,First Post,47,Poor not in post,No student,Grateful not in post,3
0,0,0,0,8,0,0,0,First Post,39,Poor not in post,No student,Grateful not in post,-2
0,1,0.562002314815,0.562002314815,3,1,0,0,First Post,55,Poor not in post,No student,Grateful not in post,6
1,2303,436.712800926,0,30,80,58,0,First Post,124,Poor not in post,No student,Grateful not in post,-3
1,5478,269.100983796,0,3,25,4,0,First Post,49,Poor not in post,No student,Grateful not in post,4
0,2410,549.494583333,0,5,39,28,0,First Post,42,Poor not in post,No student,Grateful not in post,-3
0,627,637.068622685,634.987511574,2,28,9,1,Posted Before,50,Poor not in post,No student,Grateful not in post,6
0,9123,1493.07834491,0,1,44,198,0,First Post,44,Poor not in post,No student,Grateful not in post,5
0,508,149.947893519,0,3,28,9,0,First Post,26,Poor not in post,No student,Grateful not in post,0
0,665,314.789907407,0,2,22,7,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,13,0,0,0,First Post,56,Poor not in post,No student,Grateful not in post,2
0,1,0.0988194444444,0,2,1,1,0,First Post,554,Poor not in post,No student,Grateful not in post,18
0,0,16.4546527778,0,1,1,1,0,First Post,142,Poor not in post,Student,Grateful not in post,-7
1,284,561.821284722,0,19,23,20,0,First Post,111,Poor not in post,No student,Grateful not in post,2
0,441,59.6732523148,0,5,6,6,0,First Post,131,Poor not in post,No student,Grateful not in post,-2
0,13792,587.837071759,0,2,45,60,0,First Post,78,Poor not in post,No student,Grateful not in post,5
0,0,0,0,7,0,0,0,First Post,11,Poor not in post,No student,Grateful not in post,2
0,44,51.3173842593,0,1,2,0,0,First Post,46,Poor not in post,No student,Grateful not in post,-3
0,6,207.328564815,0,1,2,1,0,First Post,137,Poor not in post,No student,Grateful not in post,3
0,253,237.502650463,0,7,8,14,0,First Post,63,Poor not in post,No student,Grateful not in post,2
0,1,0,0,1,1,0,0,First Post,104,Poor not in post,No student,Grateful not in post,6
1,85,155.39994213,0,9,5,2,0,First Post,63,Poor not in post,No student,Grateful not in post,6
0,7925,1563.0993287,0,2,41,38,0,First Post,48,Poor not in post,No student,Grateful not in post,-4
0,0,0,0,2,0,0,0,First Post,169,Poor in post,Student,Grateful not in post,-7
0,64,414.538414352,0,3,7,0,0,First Post,154,Poor not in post,No student,Grateful not in post,9
0,1049,40.5805902778,0,5,10,5,0,First Post,23,Poor not in post,No student,Grateful not in post,0
0,41,83.4217361111,0,3,7,2,0,First Post,39,Poor not in post,No student,Grateful not in post,6
0,0,0,0,14,0,0,0,First Post,55,Poor not in post,No student,Grateful in post,9
0,1,0,0,5,1,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
1,2575,323.013240741,8.90421296296,14,26,4,0,First Post,238,Poor not in post,No student,Grateful not in post,9
1,589,299.431006944,0,9,27,17,0,First Post,77,Poor not in post,Student,Grateful not in post,8
0,0,0,0,3,0,0,0,First Post,27,Poor not in post,No student,Grateful not in post,6
0,0,0,0,9,0,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
1,1186,45.8654398148,0.184236111111,1,19,13,0,First Post,73,Poor not in post,No student,Grateful not in post,-6
0,19,234.703622685,0,7,6,1,0,First Post,287,Poor not in post,No student,Grateful not in post,-8
0,491,99.5268634259,0,4,7,11,0,First Post,32,Poor not in post,No student,Grateful not in post,3
1,1611,859.094675926,0,5,41,184,0,First Post,122,Poor not in post,No student,Grateful not in post,3
0,1025,204.402615741,51.1146412037,4,20,20,0,First Post,21,Poor not in post,No student,Grateful not in post,2
0,82,61.7161342593,0,2,15,8,0,First Post,51,Poor not in post,No student,Grateful not in post,0
0,40,857.474247685,0,2,9,0,0,First Post,16,Poor not in post,No student,Grateful not in post,0
0,0,0,0,3,0,0,0,First Post,24,Poor not in post,No student,Grateful not in post,2
0,0,0,0,2,0,0,0,First Post,72,Poor not in post,No student,Grateful not in post,6
1,5,0,0,11,1,0,0,First Post,34,Poor not in post,No student,Grateful not in post,-1
1,4682,167.178715278,0,12,14,34,0,First Post,37,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,9,0,0,0,First Post,266,Poor not in post,No student,Grateful in post,11
1,185,382.182372685,0,6,16,5,0,First Post,5,Poor not in post,No student,Grateful not in post,0
0,374,430.684143519,0,4,12,5,0,First Post,26,Poor not in post,No student,Grateful not in post,0
0,2500,337.832418981,0,2,74,123,0,First Post,45,Poor not in post,No student,Grateful not in post,2
0,81,251.005590278,251.005590278,10,12,0,0,First Post,55,Poor not in post,No student,Grateful not in post,7
1,1180,175.946365741,0,2,29,10,0,First Post,1,Poor not in post,No student,Grateful not in post,0
0,126,658.254872685,0,6,6,13,0,First Post,41,Poor not in post,No student,Grateful not in post,1
0,646,330.105590278,40.1666782407,4,31,38,1,Posted Before,20,Poor not in post,No student,Grateful not in post,0
0,406,177.374641204,0,2,7,5,0,First Post,118,Poor not in post,No student,Grateful not in post,6
1,3880,360.094571759,2.87637731481,7,44,11,0,First Post,52,Poor not in post,No student,Grateful not in post,3
0,830,33.2822337963,0,96,1,1,0,First Post,74,Poor not in post,No student,Grateful not in post,2
0,273,53.8294097222,0,4,6,2,0,First Post,73,Poor not in post,No student,Grateful not in post,0
0,715,178.86275463,16.8416666667,6,29,37,0,First Post,61,Poor not in post,No student,Grateful not in post,0
0,937,423.597997685,0,4,12,13,0,First Post,39,Poor not in post,No student,Grateful not in post,-4
0,0,0,0,2,0,0,0,First Post,40,Poor not in post,No student,Grateful not in post,0
0,0,0,0,2,0,0,0,First Post,21,Poor not in post,No student,Grateful not in post,0
0,223,992.8665625,92.9446296296,2,7,0,0,First Post,10,Poor not in post,No student,Grateful not in post,2
1,488,200.043460648,0,4,13,4,0,First Post,19,Poor not in post,No student,Grateful not in post,6
0,533,26.3217824074,0.0878125,1,6,9,0,First Post,80,Poor not in post,No student,Grateful not in post,-4
1,0,0,0,6,0,0,0,First Post,551,Poor not in post,No student,Grateful not in post,-4
1,2660,169.838321759,0,3,65,17,0,First Post,152,Poor not in post,No student,Grateful not in post,0
0,67,485.661793981,30.9236805556,3,5,8,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
1,87,34.7055208333,0,4,8,0,0,First Post,54,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,3,0,0,0,First Post,61,Poor not in post,No student,Grateful not in post,0
0,118,413.862465278,0,3,17,22,0,First Post,62,Poor not in post,No student,Grateful not in post,5
0,10122,373.175219907,0,1,25,133,0,First Post,79,Poor not in post,Student,Grateful not in post,1
0,174,197.895,0,2,19,7,0,First Post,26,Poor not in post,No student,Grateful not in post,0
0,166,561.200243056,0,7,20,13,0,First Post,36,Poor not in post,No student,Grateful not in post,1
1,0,0,0,11,0,0,0,First Post,181,Poor not in post,No student,Grateful not in post,-2
0,281,34.8043981481,0,1,22,13,0,First Post,62,Poor not in post,No student,Grateful not in post,-1
0,17,21.8697916667,21.8697916667,1,1,2,2,Posted Before,25,Poor not in post,No student,Grateful not in post,0
0,247,276.846736111,0,2,28,16,0,First Post,15,Poor not in post,No student,Grateful not in post,0
0,2367,240.655451389,0,10,34,3,0,First Post,64,Poor not in post,No student,Grateful not in post,9
0,0,0,0,3,0,0,0,First Post,171,Poor not in post,No student,Grateful not in post,-13
1,1,0,0,1,1,0,0,First Post,25,Poor not in post,No student,Grateful not in post,3
0,949,73.1851041667,0,2,7,33,0,First Post,34,Poor not in post,No student,Grateful not in post,0
1,0,0,0,3,0,0,0,First Post,71,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,13,0,0,0,First Post,24,Poor not in post,No student,Grateful not in post,0
0,280,159.515694444,0,1,21,2,0,First Post,95,Poor not in post,No student,Grateful not in post,-10
0,575,38.0271296296,0,2,18,18,0,First Post,78,Poor not in post,No student,Grateful not in post,3
1,2340,249.715821759,0,2,18,13,0,First Post,64,Poor not in post,Student,Grateful not in post,-1
0,4203,342.5390625,1.65503472222,16,51,29,0,First Post,231,Poor not in post,No student,Grateful not in post,-31
1,128,280.575104167,0,19,15,0,0,First Post,22,Poor not in post,No student,Grateful not in post,0
1,113,99.1046759259,0,4,11,6,0,First Post,75,Poor not in post,No student,Grateful not in post,5
0,4045,322.660821759,0,3,21,91,0,First Post,126,Poor not in post,Student,Grateful not in post,-2
0,0,0,0,2,0,0,0,First Post,117,Poor not in post,Student,Grateful not in post,-1
0,0,0,0,3,0,0,0,First Post,32,Poor not in post,No student,Grateful not in post,2
0,277,127.906122685,4.48618055556,6,25,16,0,First Post,14,Poor not in post,No student,Grateful not in post,0
0,0,0,0,4,0,0,0,First Post,122,Poor not in post,No student,Grateful not in post,4
0,6,282.168414352,0,28,1,0,0,First Post,78,Poor not in post,No student,Grateful not in post,3
1,310,74.6439814815,0,3,16,2,0,First Post,88,Poor not in post,No student,Grateful not in post,-4
